case_id,label time,label flo,label anomalo
N63878,R,,
N63888,R,,
N63891,R,,
N63899,R,,
N64037,R,,
N64043,R,,
N64044,R,,
N64294,R,,
N64296,R,,
N64298,R,,
N64747,R,,
N64748,R,,
N64749,R,,
N64750,R,,
N64754,R,,
N64756,R,,
N64761,R,,
N64768,R,,
N64771,R,,
N64773,R,,
N64775,R,,
N64782,R,,
N64784,R,,
N64793,R,,
N64795,R,,
N64799,R,,
N64800,R,,
N64803,R,,
N64807,R,,
N64811,R,,
N64814,R,,
N64818,R,,
N64821,R,,
N64826,R,,
N64827,R,,
N64829,R,,
N64832,R,,
N64833,R,,
N64834,R,,
N64835,R,,
N64840,R,,
N64843,R,,
N64847,R,,
N64943,R,,
N64944,R,,
N64951,R,,
N64954,R,,
N64958,R,,
N64959,R,,
N64969,R,,
N64972,R,,
N64977,R,,
N64979,R,,
N64980,R,,
N64987,R,,
N65196,R,,
N65459,R,,
N65460,R,,
N65462,R,,
N65463,R,,
N65465,R,,
N65468,R,,
N65470,R,,
N65471,R,,
N65476,R,,
N65480,R,,
N65482,R,,
N65487,R,,
N65504,R,,
N65505,R,,
N65507,R,,
N65509,R,,
N65537,R,,
N65544,R,,
N65545,R,,
N65555,R,,
N65569,R,,
N65570,R,,
N65571,R,,
N65575,R,,
N65576,R,,
N65578,R,,
N65586,R,,
N65589,R,,
N65590,R,,
N65597,R,,
N65598,R,,
N65599,R,,
N65601,R,,
N65604,R,,
N65610,R,,
N65611,R,,
N65624,R,,
N65634,R,,
N65635,R,,
N65639,R,,
N65645,R,,
N65646,R,,
N65654,R,,
N65656,R,,
N65657,R,,
N65708,R,,
N65709,R,,
N65710,R,,
N65713,R,,
N65724,R,,
N65728,R,,
N65731,R,,
N65732,R,,
N65739,R,,
N65740,R,,
N65741,R,,
N65742,R,,
N65747,R,,
N65749,R,,
N65752,R,,
N65756,R,,
N65766,R,,
N65775,R,,
N65778,R,,
N65793,R,,
N65797,R,,
N65798,R,,
N65799,R,,
N65802,R,,
N65807,R,,
N65809,R,,
N65811,R,,
N65812,R,,
N65816,R,,
N65817,R,,
N65818,R,,
N65831,R,,
N65839,R,,
N65916,R,,
N65917,R,,
N65923,R,,
N65924,R,,
N65927,R,,
N65935,R,,
N65936,R,,
N65937,R,,
N65942,R,,
N65944,R,,
N65947,R,,
N65949,R,,
N65952,R,,
N65961,R,,
N65963,R,,
N65971,R,,
N65973,R,,
N65976,R,,
N65980,R,,
N65990,R,,
N65993,R,,
N66018,R,,
N66034,R,,
N66048,R,,
N66052,R,,
N66054,R,,
N66057,R,,
N66061,R,,
N66063,R,,
N66074,R,,
N66076,R,,
N66085,R,,
N66087,R,,
N66088,R,,
N66120,R,,
N66122,R,,
N66129,R,,
N66136,R,,
N66148,R,,
N66152,R,,
N66343,R,,
N66344,R,,
N66348,R,,
N66358,R,,
N66362,R,,
N66368,R,,
N66370,R,,
N66372,R,,
N66373,R,,
N66374,R,,
N66375,R,,
N66377,R,,
N66381,R,,
N66384,R,,
N66386,R,,
N66390,R,,
N66396,R,,
N66401,R,,
N66404,R,,
N66420,R,,
N66431,R,,
N66434,R,,
N66437,R,,
N66442,R,,
N66445,R,,
N66460,R,,
N66468,R,,
N66498,R,,
N66506,R,,
N66509,R,,
N66514,R,,
N66516,R,,
N66519,R,,
N66522,R,,
N66523,R,,
N66527,R,,
N66528,R,,
N66531,R,,
N66536,R,,
N66538,R,,
N66546,R,,
N66547,R,,
N66548,R,,
N66549,R,,
N66550,R,,
N66552,R,,
N66553,R,,
N66557,R,,
N66558,R,,
N66560,R,,
N66562,R,,
N66563,R,,
N66564,R,,
N66574,R,,
N66575,R,,
N66579,R,,
N66580,R,,
N66581,R,,
N66599,R,,
N66609,R,,
N66619,R,,
N66624,R,,
N66625,R,,
N66626,R,,
N66631,R,,
N66635,R,,
N66638,R,,
N66669,R,,
N66671,R,,
N66673,R,,
N66678,R,,
N66683,R,,
N66691,R,,
N66693,R,,
N66708,R,,
N66710,R,,
N66716,R,,
N66720,R,,
N66723,R,,
N66724,R,,
N66729,R,,
N66731,R,,
N66733,R,,
N66734,R,,
N66735,R,,
N66736,R,,
N66744,R,,
N66745,R,,
N66747,R,,
N66748,R,,
N66751,R,,
N66752,R,,
N66753,R,,
N66758,R,,
N66765,R,,
N66771,R,,
N66774,R,,
N66776,R,,
N66777,R,,
N66780,R,,
N66786,R,,
N66790,R,,
N66792,R,,
N66794,R,,
N66798,R,,
N66801,R,,
N66851,R,,
N66867,R,,
N66876,R,,
N66913,R,,
N66918,R,,
N66926,R,,
N66938,R,,
N66939,R,,
N66940,R,,
N66942,R,,
N66945,R,,
N66952,R,,
N66977,R,,
N66978,R,,
N66982,R,,
N66991,R,,
N67002,R,,
N67012,R,,
N67016,R,,
N67020,R,,
N67025,R,,
N67028,R,,
N67033,R,,
N67036,R,,
N67038,R,,
N67042,R,,
N67043,R,,
N67045,R,,
N67047,R,,
N67048,R,,
N67051,R,,
N67054,R,,
N67056,R,,
N67060,R,,
N67063,R,,
N67064,R,,
N67065,R,,
N67067,R,,
N67068,R,,
N67077,R,,
N67083,R,,
N67084,R,,
N67085,R,,
N67088,R,,
N67090,R,,
N67095,R,,
N67096,R,,
N67100,R,,
N67108,R,,
N67110,R,,
N67114,R,,
N67116,R,,
N67121,R,,
N67122,R,,
N67123,R,,
N67127,R,,
N67130,R,,
N67131,R,,
N67133,R,,
N67137,R,,
N67144,R,,
N67149,R,,
N67152,R,,
N67154,R,,
N67155,R,,
N67160,R,,
N67162,R,,
N67186,R,,
N67192,R,,
N67199,R,,
N67211,R,,
N67214,R,,
N67215,R,,
N67216,R,,
N67220,R,,
N67227,R,,
N67228,R,,
N67234,R,,
N67235,R,,
N67237,R,,
N67239,R,,
N67243,R,,
N67251,R,,
N67255,R,,
N67258,R,,
N67260,R,,
N67262,R,,
N67263,R,,
N67272,R,,
N67275,R,,
N67276,R,,
N67294,R,,
N67296,R,,
N67304,R,,
N67310,R,,
N67314,R,,
N67317,R,,
N67329,R,,
N67340,R,,
N67342,R,,
N67344,R,,
N67345,R,,
N67358,R,,
N67373,R,,
N67375,R,,
N67376,R,,
N67379,R,,
N67382,R,,
N67383,R,,
N67387,R,,
N67398,R,,
N67402,R,,
N67405,R,,
N67409,R,,
N67411,R,,
N67593,R,,
N67594,R,,
N67596,R,,
N67597,R,,
N67600,R,,
N67603,R,,
N67604,R,,
N67617,R,,
N67618,R,,
N67619,R,,
N67633,R,,
N67638,R,,
N67641,R,,
N67652,R,,
N67655,R,,
N67701,R,,
N67702,R,,
N67706,R,,
N67711,R,,
N67714,R,,
N67719,R,,
N67720,R,,
N67721,R,,
N67723,R,,
N67725,R,,
N67782,R,,
N67789,R,,
N67797,R,,
N67799,R,,
N67800,R,,
N67803,R,,
N67810,R,,
N67813,R,,
N67814,R,,
N67819,R,,
N67820,R,,
N67825,R,,
N67839,R,,
N67844,R,,
N67845,R,,
N67954,R,,
N67958,R,,
N67962,R,,
N67963,R,,
N67976,R,,
N67983,R,,
N67984,R,,
N67987,R,,
N67989,R,,
N67991,R,,
N67994,R,,
N67996,R,,
N67998,R,,
N68000,R,,
N68002,R,,
N68003,R,,
N68008,R,,
N68011,R,,
N68013,R,,
N68015,R,,
N68016,R,,
N68143,R,,
N68147,R,,
N68155,R,,
N68164,R,,
N68186,R,,
N68190,R,,
N68193,R,,
N68197,R,,
N68199,R,,
N68202,R,,
N68207,R,,
N68209,R,,
N68216,R,,
N68222,R,,
N68239,R,,
N68243,R,,
N68246,R,,
N68258,R,,
N68261,R,,
N68266,R,,
N68280,R,,
N68286,R,,
N68292,R,,
N68295,R,,
N68296,R,,
N68300,R,,
N68301,R,,
N68302,R,,
N68303,R,,
N68305,R,,
N68307,R,,
N68427,R,,
N68437,R,,
N68439,R,,
N68442,R,,
N68444,R,,
N68448,R,,
N68454,R,,
N68457,R,,
N68462,R,,
N68467,R,,
N68508,R,,
N68509,R,,
N68521,R,,
N68522,R,,
N68523,R,,
N68536,R,,
N68541,R,,
N68551,R,,
N68554,R,,
N68555,R,,
N68569,R,,
N68575,R,,
N68582,R,,
N68584,R,,
N68591,R,,
N68592,R,,
N68595,R,,
N68615,R,,
N68618,R,,
N68622,R,,
N68630,R,,
N68631,R,,
N68634,R,,
N68636,R,,
N68637,R,,
N68653,R,,
N68667,R,,
N68678,R,,
N68680,R,,
N68699,R,,
N68707,R,,
N68712,R,,
N68719,R,,
N68721,R,,
N68722,R,,
N68724,R,,
N68729,R,,
N68731,R,,
N68738,R,,
N68740,R,,
N68743,R,,
N68755,R,,
N68756,R,,
N68757,R,,
N68802,R,,
N68805,R,,
N68810,R,,
N68812,R,,
N68815,R,,
N68816,R,,
N68824,R,,
N68844,R,,
N68872,R,,
N68874,R,,
N68877,R,,
N68878,R,,
N68880,R,,
N68885,R,,
N68888,R,,
N68890,R,,
N68896,R,,
N68897,R,,
N68899,R,,
N68901,R,,
N68903,R,,
N68905,R,,
N68909,R,,
N68915,R,,
N68916,R,,
N68919,R,,
N69158,R,,
N69252,R,,
N69254,R,,
N69351,R,,
S100000,R,,
S100069,R,,
S100071,R,,
S100075,R,,
S100099,R,,
S100102,R,,
S100105,R,,
S100106,R,,
S100109,R,,
S100114,R,,
S100115,R,,
S100120,R,,
S100151,R,,
S100160,R,,
S100502,R,,
S100514,R,,
S100524,R,,
S100602,R,,
S100618,R,,
S100621,R,,
S100630,R,,
S100635,R,,
S100658,R,,
S100659,R,,
S100662,R,,
S100664,R,,
S100731,R,,
S100742,R,,
S100765,R,,
S100766,R,,
S100771,R,,
S100804,R,,
S100805,R,,
S100868,R,,
S100874,R,,
S100877,R,,
S100884,R,,
S80782,R,,
S81843,R,,
S82170,R,,
S82174,R,,
S83131,R,,
S83132,R,,
S83134,R,,
S83143,R,,
S83624,R,,
S83625,R,,
S85084,R,,
S85679,R,,
S85682,R,,
S85887,R,,
S88558,R,,
S88563,R,,
S88796,R,,
S88799,R,,
S90093,R,,
S90767,R,,
S90996,R,,
S91006,R,,
S91090,R,,
S91094,R,,
S91120,R,,
S91121,R,,
S91135,R,,
S91138,R,,
S91140,R,,
S91145,R,,
S91149,R,,
S91201,R,,
S91217,R,,
S91218,R,,
S91220,R,,
S91227,R,,
S91229,R,,
S91231,R,,
S91391,R,,
S91415,R,,
S91416,R,,
S91495,R,,
S91524,R,,
S91547,R,,
S91761,R,,
S91766,R,,
S91816,R,,
S91819,R,,
S91829,R,,
S91835,R,,
S91839,R,,
S91889,R,,
S91931,R,,
S91941,R,,
S91946,R,,
S91949,R,,
S91954,R,,
S91968,R,,
S91969,R,,
S91976,R,,
S91988,R,,
S92030,R,,
S92032,R,,
S92034,R,,
S92039,R,,
S92050,R,,
S92055,R,,
S92059,R,,
S92069,R,,
S92162,R,,
S92180,R,,
S92189,R,,
S92196,R,,
S92197,R,,
S92198,R,,
S92220,R,,
S92221,R,,
S92224,R,,
S92231,R,,
S92271,R,,
S92278,R,,
S92281,R,,
S92286,R,,
S92287,R,,
S92295,R,,
S92306,R,,
S92308,R,,
S92310,R,,
S92358,R,,
S92366,R,,
S92422,R,,
S92432,R,,
S92437,R,,
S92473,R,,
S92514,R,,
S92516,R,,
S92518,R,,
S92525,R,,
S92526,R,,
S92531,R,,
S92536,R,,
S92544,R,,
S92552,R,,
S92561,R,,
S92566,R,,
S92575,R,,
S92584,R,,
S92605,R,,
S92609,R,,
S92610,R,,
S92615,R,,
S92655,R,,
S92658,R,,
S92661,R,,
S92663,R,,
S92686,R,,
S92724,R,,
S92730,R,,
S92733,R,,
S92752,R,,
S92803,R,,
S92827,R,,
S92834,R,,
S92951,R,,
S93055,R,,
S93074,R,,
S93080,R,,
S93980,R,,
S94815,R,,
S96433,R,,
S96448,R,,
S96898,R,,
S96900,R,,
S97668,R,,
S97677,R,,
S97678,R,,
S97679,R,,
S98077,R,,
S98115,R,,
S98144,R,,
S98146,R,,
S98147,R,,
S98323,R,,
S98327,R,,
S98328,R,,
S98330,R,,
S98332,R,,
S98338,R,,
S98339,R,,
S98340,R,,
S98343,R,,
S98359,R,,
S98433,R,,
S98439,R,,
S98440,R,,
S98442,R,,
S98446,R,,
S98447,R,,
S98449,R,,
S98743,R,,
S98749,R,,
S98882,R,,
S98885,R,,
S98889,R,,
S98900,R,,
S98991,R,,
S99008,R,,
S99010,R,,
S99014,R,,
S99019,R,,
S99020,R,,
S99028,R,,
S99080,R,,
S99127,R,,
S99139,R,,
S99140,R,,
S99142,R,,
S99157,R,,
S99160,R,,
S99271,R,,
S99274,R,,
S99296,R,,
S99297,R,,
S99371,R,,
S99376,R,,
S99381,R,,
S99428,R,,
S99454,R,,
S99455,R,,
S99458,R,,
S99464,R,,
S99505,R,,
S99506,R,,
S99514,R,,
S99515,R,,
S99567,R,,
S99572,R,,
S99583,R,,
S99612,R,,
S99621,R,,
S99626,R,,
S99628,R,,
S99631,R,,
S99633,R,,
S99634,R,,
S99654,R,,
S99656,R,,
S99661,R,,
S99814,R,,
S99818,R,,
S99856,R,,
S99859,R,,
S99905,R,,
S99963,R,,
S99966,R,,
S99969,R,,
S99977,R,,
S99978,R,,
S99988,R,,
V15090,R,,
C15195,R,,
C15850,R,,
C15857,R,,
C15886,R,,
C16121,R,,
C16146,R,,
C16190,R,,
C16194,R,,
C16244,R,,
C16246,R,,
C16270,R,,
C16274,R,,
C16307,R,,
C16322,R,,
C16346,R,,
C16347,R,,
C16354,R,,
C16364,R,,
C16809,R,,
C17238,R,,
C17281,R,,
C17367,R,,
C17461,R,,
C17483,R,,
C17484,R,,
C17581,R,,
C17675,R,,
N52580,R,,
N52707,R,,
N52711,R,,
N52747,R,,
N52964,R,,
N53003,R,,
N53017,R,,
N53071,R,,
N53122,R,,
N53136,R,,
N53163,R,,
N53236,R,,
N53261,R,,
N53269,R,,
N53348,R,,
N53367,R,,
N53401,R,,
N53449,R,,
N53459,R,,
N53636,R,,
N53785,R,,
N53814,R,,
N53853,R,,
N53903,R,,
N54887,R,,
N55115,R,,
N55142,R,,
N55145,R,,
N55184,R,,
N55195,R,,
N55219,R,,
N55393,R,,
N55587,R,,
N55910,R,,
N55987,R,,
N56095,R,,
N56112,R,,
N56124,R,,
N56125,R,,
N56372,R,,
N56490,R,,
N56591,R,,
N56653,R,,
N56662,R,,
N56737,R,,
N56778,R,,
N56895,R,,
N56981,R,,
N57115,R,,
N57137,R,,
N57314,R,,
N57518,R,,
N57545,R,,
N57663,R,,
N57732,R,,
N57745,R,,
N57753,R,,
N57768,R,,
N57852,R,,
N57870,R,,
N57895,R,,
N57944,R,,
N58042,R,,
N58277,R,,
N58305,R,,
N58366,R,,
N58476,R,,
N58771,R,,
N58836,R,,
N59008,R,,
N59109,R,,
N59185,R,,
N59465,R,,
N59513,R,,
N59594,R,,
N59752,R,,
N59760,R,,
N59815,R,,
N59897,R,,
N60011,R,,
N60143,R,,
N60148,R,,
N60229,R,,
N60401,R,,
N60787,R,,
N60859,R,,
N61212,R,,
N61281,R,,
N61350,R,,
N61364,R,,
N61439,R,,
N61552,R,,
N61572,R,,
N61676,R,,
N61735,R,,
N61789,R,,
N61815,R,,
N61844,R,,
N61903,R,,
N62280,R,,
N62310,R,,
N62454,R,,
N62582,R,,
N62686,R,,
N62884,R,,
N62936,R,,
N63173,R,,
N63192,R,,
N63240,R,,
N63274,R,,
N63381,R,,
N63713,R,,
N63792,R,,
N63828,R,,
N63880,R,,
N63958,R,,
N64072,R,,
N64534,R,,
N64812,R,,
N64842,R,,
N64975,R,,
N65500,R,,
N65526,R,,
N65548,R,,
N65566,R,,
N65587,R,,
N65591,R,,
N65633,R,,
N65707,R,,
N65723,R,,
N65730,R,,
N65794,R,,
N65838,R,,
N65841,R,,
N65931,R,,
N66044,R,,
N66083,R,,
N66144,R,,
N66360,R,,
N66447,R,,
N66456,R,,
N66537,R,,
N66543,R,,
N66545,R,,
N66559,R,,
N66561,R,,
N66568,R,,
N66600,R,,
N66641,R,,
N66687,R,,
N66800,R,,
N66806,R,,
N66809,R,,
N66903,R,,
N67040,R,,
N67061,R,,
N67091,R,,
N67109,R,,
N67126,R,,
N67291,R,,
N67299,R,,
N67322,R,,
N67330,R,,
N67380,R,,
N67499,R,,
N67606,R,,
N67612,R,,
N67781,R,,
N67812,R,,
N67832,R,,
N68140,R,,
N68184,R,,
N68227,R,,
N68277,R,,
N68436,R,,
N68447,R,,
N68505,R,,
N68539,R,,
N68558,R,,
N68563,R,,
N68583,R,,
N68598,R,,
N68621,R,,
N68646,R,,
N68697,R,,
N68739,R,,
N68752,R,,
N68820,R,,
N68866,R,,
N69253,R,,
S100083,R,,
S100084,R,,
S100515,R,,
S100629,R,,
S100661,R,,
S100741,R,,
S100772,R,,
S100773,R,,
S100780,R,,
S100818,R,,
S82092,R,,
S82199,R,,
S82465,R,,
S82468,R,,
S84971,R,,
S84981,R,,
S85698,R,,
S85892,R,,
S89394,R,,
S90639,R,,
S90985,R,,
S90999,R,,
S91096,R,,
S91129,R,,
S91130,R,,
S91132,R,,
S91139,R,,
S91172,R,,
S91186,R,,
S91228,R,,
S91230,R,,
S91245,R,,
S91450,R,,
S91822,R,,
S91993,R,,
S92038,R,,
S92086,R,,
S92094,R,,
S92225,R,,
S92288,R,,
S92290,R,,
S92291,R,,
S92304,R,,
S92309,R,,
S92363,R,,
S92396,R,,
S92419,R,,
S92431,R,,
S92435,R,,
S92533,R,,
S92583,R,,
S92599,R,,
S92608,R,,
S92630,R,,
S92664,R,,
S92666,R,,
S92772,R,,
S92780,R,,
S92799,R,,
S92847,R,,
S92904,R,,
S92916,R,,
S92918,R,,
S92923,R,,
S93064,R,,
S93675,R,,
S93769,R,,
S93923,R,,
S93937,R,,
S94002,R,,
S94082,R,,
S94129,R,,
S94482,R,,
S95000,R,,
S95135,R,,
S95715,R,,
S95851,R,,
S95912,R,,
S96050,R,,
S96086,R,,
S96183,R,,
S96207,R,,
S96265,R,,
S96299,R,,
S96310,R,,
S96450,R,,
S96696,R,,
S96758,R,,
S97015,R,,
S97017,R,,
S97019,R,,
S97106,R,,
S97120,R,,
S97123,R,,
S97137,R,,
S97192,R,,
S97209,R,,
S97258,R,,
S97351,R,,
S97380,R,,
S97515,R,,
S97517,R,,
S97520,R,,
S97548,R,,
S97575,R,,
S97591,R,,
S97620,R,,
S97639,R,,
S97750,R,,
S97774,R,,
S97782,R,,
S97852,R,,
S97956,R,,
S97959,R,,
S98095,R,,
S98178,R,,
S98209,R,,
S98253,R,,
S98271,R,,
S98512,R,,
S98788,R,,
S98817,R,,
S98886,R,,
S98902,R,,
S99030,R,,
S99052,R,,
S99098,R,,
S99351,R,,
S99440,R,,
S99521,R,,
S99528,R,,
S99701,R,,
S99955,R,,
V14980,R,,
V14998,R,,
V15060,R,,
V15119,R,,
C15682,R,,
C15975,R,,
C16959,R,,
C17446,R,,
C17617,R,,
N52547,R,,
N52586,R,,
N52663,R,,
N52690,R,,
N52753,R,,
N52774,R,,
N52815,R,,
N52872,R,,
N52932,R,,
N53158,R,,
N53161,R,,
N53162,R,,
N53190,R,,
N53359,R,,
N53411,R,,
N53515,R,,
N53519,R,,
N53589,R,,
N53837,R,,
N53839,R,,
N53973,R,,
N54053,R,,
N54118,R,,
N54245,R,,
N54522,R,,
N54561,R,,
N54611,R,,
N54668,R,,
N54685,R,,
N54794,R,,
N55279,R,,
N55281,R,,
N55310,R,,
N55345,R,,
N55481,R,,
N55581,R,,
N55677,R,,
N55770,R,,
N55810,R,,
N55888,R,,
N55894,R,,
N55936,R,,
N56020,R,,
N56052,R,,
N56130,R,,
N56152,R,,
N56343,R,,
N56383,R,,
N56533,R,,
N56587,R,,
N56615,R,,
N56740,R,,
N56929,R,,
N56956,R,,
N56965,R,,
N57406,R,,
N57536,R,,
N57664,R,,
N57784,R,,
N57816,R,,
N57833,R,,
N57879,R,,
N57928,R,,
N58077,R,,
N58144,R,,
N58157,R,,
N58210,R,,
N58261,R,,
N58396,R,,
N58716,R,,
N58822,R,,
N58922,R,,
N58935,R,,
N58969,R,,
N58974,R,,
N58989,R,,
N59099,R,,
N59494,R,,
N59527,R,,
N59591,R,,
N59682,R,,
N59868,R,,
N59905,R,,
N59910,R,,
N60325,R,,
N60345,R,,
N60710,R,,
N60712,R,,
N60874,R,,
N60897,R,,
N61072,R,,
N61120,R,,
N61205,R,,
N61283,R,,
N61568,R,,
N61577,R,,
N61632,R,,
N61651,R,,
N61659,R,,
N61723,R,,
N61986,R,,
N62024,R,,
N62048,R,,
N62223,R,,
N62237,R,,
N62251,R,,
N62745,R,,
N62779,R,,
N62865,R,,
N62966,R,,
N63047,R,,
N63050,R,,
N63166,R,,
N63223,R,,
N63330,R,,
N63352,R,,
N63382,R,,
N63538,R,,
N63655,R,,
N63844,R,,
N63846,R,,
N63987,R,,
N64160,R,,
N64210,R,,
N64223,R,,
N64543,R,,
N64567,R,,
N64613,R,,
N64681,R,,
N64736,R,,
N64743,R,,
N64794,R,,
N64823,R,,
N64897,R,,
N65024,R,,
N65033,R,,
N65114,R,,
N65203,R,,
N65248,R,,
N65252,R,,
N65338,R,,
N65393,R,,
N65523,R,,
N65525,R,,
N65528,R,,
N65550,R,,
N65628,R,,
N65649,R,,
N65704,R,,
N65768,R,,
N65789,R,,
N65836,R,,
N66331,R,,
N66416,R,,
N66423,R,,
N66424,R,,
N66439,R,,
N66451,R,,
N66662,R,,
N66804,R,,
N66909,R,,
N66916,R,,
N66944,R,,
N67188,R,,
N67202,R,,
N67207,R,,
N67208,R,,
N67328,R,,
N67369,R,,
N67460,R,,
N67566,R,,
N67709,R,,
N67847,R,,
N67879,R,,
N67988,R,,
N68079,R,,
N68217,R,,
N68229,R,,
N68264,R,,
N68315,R,,
N68320,R,,
N68354,R,,
N68362,R,,
N68381,R,,
N68465,R,,
N68548,R,,
N68549,R,,
N68564,R,,
N68572,R,,
N68602,R,,
N68623,R,,
N68632,R,,
N68705,R,,
N68845,R,,
N68848,R,,
N68892,R,,
N69139,R,,
N69175,R,,
N69179,R,,
N69398,R,,
N69472,R,,
N70360,R,,
S100056,R,,
S100108,R,,
S100164,R,,
S100169,R,,
S100177,R,,
S100777,R,,
S100789,R,,
S82495,R,,
S83144,R,,
S83601,R,,
S83603,R,,
S83623,R,,
S83633,R,,
S84212,R,,
S84221,R,,
S84248,R,,
S84446,R,,
S84730,R,,
S86410,R,,
S87709,R,,
S88555,R,,
S89389,R,,
S89390,R,,
S91080,R,,
S91232,R,,
S91331,R,,
S91348,R,,
S91393,R,,
S91685,R,,
S92093,R,,
S92206,R,,
S92250,R,,
S92606,R,,
S92670,R,,
S92674,R,,
S92678,R,,
S92911,R,,
S92973,R,,
S93265,R,,
S93328,R,,
S93367,R,,
S93471,R,,
S93802,R,,
S93856,R,,
S93862,R,,
S94041,R,,
S94061,R,,
S94199,R,,
S94468,R,,
S94543,R,,
S94663,R,,
S94674,R,,
S94726,R,,
S94750,R,,
S94826,R,,
S94834,R,,
S94964,R,,
S95020,R,,
S95031,R,,
S95121,R,,
S95160,R,,
S95171,R,,
S95235,R,,
S95436,R,,
S95645,R,,
S95660,R,,
S95661,R,,
S95665,R,,
S95854,R,,
S96062,R,,
S96084,R,,
S96085,R,,
S96137,R,,
S96144,R,,
S96348,R,,
S96373,R,,
S96412,R,,
S96604,R,,
S96741,R,,
S96811,R,,
S96866,R,,
S97115,R,,
S97187,R,,
S97245,R,,
S97594,R,,
S97618,R,,
S97709,R,,
S97725,R,,
S98076,R,,
S98086,R,,
S98179,R,,
S98192,R,,
S98207,R,,
S98290,R,,
S98572,R,,
S98586,R,,
S98607,R,,
S98741,R,,
S98846,R,,
S98908,R,,
S98909,R,,
S98941,R,,
S99054,R,,
S99090,R,,
S99252,R,,
S99291,R,,
S99300,R,,
S99307,R,,
S99326,R,,
S99525,R,,
S99603,R,,
S99625,R,,
S99667,R,,
S99674,R,,
S99824,R,,
C17405,R,R,R
N52608,R,R,R
N53808,R,R,R
N56410,R,R,R
N56464,R,R,R
N56693,R,R,R
N56835,R,R,R
N57373,R,R,R
N57413,R,R,R
N57859,R,R,R
N58046,R,R,R
N59019,R,R,R
N59741,R,R,R
N59909,R,R,R
N60200,R,R,R
N60441,R,R,R
N60494,R,R,R
N60683,R,R,R
N60740,R,R,R
N61025,R,R,R
N62663,R,R,R
N63307,R,R,R
N63553,R,R,R
N63723,R,R,R
N65660,R,R,R
N66150,R,R,R
N68194,R,R,R
S81939,R,R,R
S94109,R,R,R
S94616,R,R,R
S95428,R,R,R
S98715,R,R,R
S98845,R,R,R
S99281,R,R,R
V14807,R,R,R
C17195,R,,
N55892,R,,
N57666,R,,
N59698,R,,
N62675,R,,
N66645,R,,
S98706,R,,
C15749,R,,
N52848,R,,
N58004,R,,
N59747,R,,
N61595,R,,
N61938,R,,
S81942,R,,
S96346,R,,
S96882,R,,
C16266,R,R,R
C17338,R,R,R
C17427,R,R,R
C17542,R,R,R
N52533,R,R,R
N52550,R,R,R
N52675,R,R,R
N52837,R,R,R
N52890,R,R,R
N53038,R,R,R
N53077,R,R,R
N53135,R,R,R
N53423,R,R,R
N53922,R,R,R
N55880,R,R,R
N55918,R,R,R
N56681,R,R,R
N57252,R,R,R
N57400,R,R,R
N57422,R,R,R
N57559,R,R,R
N58014,R,R,R
N58028,R,R,R
N58073,R,R,R
N58699,R,R,R
N58743,R,R,R
N59010,R,R,R
N59018,R,R,R
N59085,R,R,R
N59380,R,R,R
N59451,R,R,R
N59455,R,R,R
