case_id,label time,label flo,label anomalo
declaration 52010,R,,
declaration 52065,R,,
declaration 52549,R,,
declaration 52703,R,,
declaration 52761,R,,
declaration 52781,R,,
declaration 52878,R,,
declaration 52984,R,,
declaration 53232,R,,
declaration 53928,R,,
declaration 53957,R,,
declaration 53973,R,,
declaration 54043,R,,
declaration 54106,R,,
declaration 54135,R,,
declaration 54370,R,,
declaration 54380,R,,
declaration 54410,R,,
declaration 54424,R,,
declaration 54742,R,,
declaration 54977,R,,
declaration 55155,R,,
declaration 55356,R,,
declaration 55679,R,,
declaration 56290,R,,
declaration 56331,R,,
declaration 56354,R,,
declaration 56394,R,,
declaration 56770,R,,
declaration 57297,R,,
declaration 57329,R,,
declaration 57347,R,,
declaration 57626,R,,
declaration 57940,R,,
declaration 58036,R,,
declaration 5899,R,,
declaration 59404,R,,
declaration 59435,R,,
declaration 59498,R,,
declaration 59544,R,,
declaration 60449,R,,
declaration 60619,R,,
declaration 60741,R,,
declaration 60848,R,,
declaration 61162,R,,
declaration 61237,R,,
declaration 61707,R,,
declaration 61968,R,,
declaration 62000,R,,
declaration 62365,R,,
declaration 62605,R,,
declaration 62633,R,,
declaration 62821,R,,
declaration 63138,R,,
declaration 63467,R,,
declaration 63537,R,,
declaration 64066,R,,
declaration 64087,R,,
declaration 6414,R,,
declaration 6427,R,,
declaration 64635,R,,
declaration 64737,R,,
declaration 65606,R,,
declaration 66001,R,,
declaration 66436,R,,
declaration 66539,R,,
declaration 66650,R,,
declaration 66688,R,,
declaration 66919,R,,
declaration 66960,R,,
declaration 67053,R,,
declaration 67116,R,,
declaration 67164,R,,
declaration 67277,R,,
declaration 674,R,,
declaration 6752,R,,
declaration 68177,R,,
declaration 68179,R,,
declaration 68344,R,,
declaration 6868,R,,
declaration 6882,R,,
declaration 68858,R,,
declaration 6907,R,,
declaration 69505,R,,
declaration 69616,R,,
declaration 69839,R,,
declaration 70295,R,,
declaration 70305,R,,
declaration 70434,R,,
declaration 70577,R,,
declaration 7134,R,,
declaration 71427,R,,
declaration 71504,R,,
declaration 7194,R,,
declaration 71940,R,,
declaration 7238,R,,
declaration 7369,R,,
declaration 7483,R,,
declaration 7799,R,,
declaration 7809,R,,
declaration 7876,R,,
declaration 7908,R,,
declaration 8645,R,,
declaration 8762,R,,
declaration 8980,R,,
declaration 9022,R,,
declaration 9338,R,,
declaration 9828,R,,
declaration 10138,R,,
declaration 10650,R,,
declaration 10694,R,,
declaration 10706,R,,
declaration 10768,R,,
declaration 1241,R,,
declaration 12689,R,,
declaration 13852,R,,
declaration 14252,R,,
declaration 15569,R,,
declaration 15735,R,,
declaration 16291,R,,
declaration 1760,R,,
declaration 17759,R,,
declaration 18137,R,,
declaration 18369,R,,
declaration 18559,R,,
declaration 19183,R,,
declaration 19768,R,,
declaration 20120,R,,
declaration 20646,R,,
declaration 2127,R,,
declaration 21367,R,,
declaration 2156,R,,
declaration 21756,R,,
declaration 22032,R,,
declaration 2211,R,,
declaration 22919,R,,
declaration 22959,R,,
declaration 23082,R,,
declaration 23094,R,,
declaration 23310,R,,
declaration 24078,R,,
declaration 24332,R,,
declaration 24569,R,,
declaration 24663,R,,
declaration 24746,R,,
declaration 25388,R,,
declaration 26137,R,,
declaration 26196,R,,
declaration 27937,R,,
declaration 28381,R,,
declaration 28772,R,,
declaration 28952,R,,
declaration 29913,R,,
declaration 30244,R,,
declaration 30303,R,,
declaration 31573,R,,
declaration 31672,R,,
declaration 32102,R,,
declaration 32289,R,,
declaration 32336,R,,
declaration 32884,R,,
declaration 33406,R,,
declaration 33472,R,,
declaration 33495,R,,
declaration 33631,R,,
declaration 35240,R,,
declaration 35650,R,,
declaration 3615,R,,
declaration 37017,R,,
declaration 37239,R,,
declaration 37632,R,,
declaration 38182,R,,
declaration 38208,R,,
declaration 38431,R,,
declaration 38914,R,,
declaration 39378,R,,
declaration 39827,R,,
declaration 40069,R,,
declaration 4009,R,,
declaration 40299,R,,
declaration 40732,R,,
declaration 40849,R,,
declaration 41236,R,,
declaration 41471,R,,
declaration 4184,R,,
declaration 41894,R,,
declaration 41998,R,,
declaration 42054,R,,
declaration 42591,R,,
declaration 42938,R,,
declaration 42950,R,,
declaration 43368,R,,
declaration 4370,R,,
declaration 43851,R,,
declaration 43877,R,,
declaration 44294,R,,
declaration 44517,R,,
declaration 44869,R,,
declaration 44948,R,,
declaration 44989,R,,
declaration 45101,R,,
declaration 45468,R,,
declaration 45470,R,,
declaration 46046,R,,
declaration 46371,R,,
declaration 46601,R,,
declaration 46656,R,,
declaration 46776,R,,
declaration 47223,R,,
declaration 47409,R,,
declaration 47532,R,,
declaration 47948,R,,
declaration 4934,R,,
declaration 49676,R,,
declaration 50066,R,,
declaration 50175,R,,
declaration 50667,R,,
declaration 50762,R,,
declaration 51092,R,,
declaration 51248,R,,
declaration 52031,R,,
declaration 52224,R,,
declaration 52607,R,,
declaration 53060,R,,
declaration 5318,R,,
declaration 53426,R,,
declaration 53661,R,,
declaration 53689,R,,
declaration 53749,R,,
declaration 54648,R,,
declaration 54908,R,,
declaration 55426,R,,
declaration 572,R,,
declaration 57418,R,,
declaration 59307,R,,
declaration 5940,R,,
declaration 59568,R,,
declaration 5973,R,,
declaration 61501,R,,
declaration 61615,R,,
declaration 61978,R,,
declaration 62321,R,,
declaration 62678,R,,
declaration 62680,R,,
declaration 62763,R,,
declaration 6297,R,,
declaration 63255,R,,
declaration 63807,R,,
declaration 64287,R,,
declaration 64777,R,,
declaration 64949,R,,
declaration 64970,R,,
declaration 6520,R,,
declaration 65272,R,,
declaration 65274,R,,
declaration 6597,R,,
declaration 66199,R,,
declaration 67562,R,,
declaration 67574,R,,
declaration 67812,R,,
declaration 68235,R,,
declaration 68473,R,,
declaration 68771,R,,
declaration 68926,R,,
declaration 69073,R,,
declaration 69444,R,,
declaration 69631,R,,
declaration 70695,R,,
declaration 71353,R,,
declaration 7261,R,,
declaration 7729,R,,
declaration 7762,R,,
declaration 8680,R,,
declaration 8709,R,,
declaration 8800,R,,
declaration 9289,R,,
declaration 9894,R,,
declaration 9906,R,,
declaration 1116,R,R,R
declaration 11898,R,R,R
declaration 1729,R,R,R
declaration 1731,R,R,R
declaration 18165,R,R,R
declaration 21945,R,R,R
declaration 23993,R,R,R
declaration 24446,R,R,R
declaration 24456,R,R,R
declaration 36859,R,R,R
declaration 44032,R,R,R
declaration 56344,R,R,R
declaration 66056,R,R,R
declaration 8222,R,R,R
declaration 8232,R,R,R
declaration 8242,R,R,R
declaration 10721,R,,
declaration 11098,R,,
declaration 11851,R,,
declaration 13423,R,,
declaration 15492,R,,
declaration 15510,R,,
declaration 17234,R,,
declaration 18468,R,,
declaration 19063,R,,
declaration 19962,R,,
declaration 21040,R,,
declaration 21691,R,,
declaration 21932,R,,
declaration 22296,R,,
declaration 23413,R,,
declaration 23977,R,,
declaration 24379,R,,
declaration 24523,R,,
declaration 25107,R,,
declaration 25766,R,,
declaration 27100,R,,
declaration 27734,R,,
declaration 28002,R,,
declaration 28651,R,,
declaration 29680,R,,
declaration 30479,R,,
declaration 32541,R,,
declaration 33010,R,,
declaration 34430,R,,
declaration 36425,R,,
declaration 36522,R,,
declaration 36640,R,,
declaration 36704,R,,
declaration 37199,R,,
declaration 37271,R,,
declaration 37458,R,,
declaration 37818,R,,
declaration 38531,R,,
declaration 38740,R,,
declaration 38855,R,,
declaration 39258,R,,
declaration 40229,R,,
declaration 41503,R,,
declaration 41680,R,,
declaration 41858,R,,
declaration 42920,R,,
declaration 43144,R,,
declaration 43342,R,,
declaration 43645,R,,
declaration 43682,R,,
declaration 43889,R,,
declaration 44734,R,,
declaration 44846,R,,
declaration 45014,R,,
declaration 45297,R,,
declaration 45607,R,,
declaration 45986,R,,
declaration 47235,R,,
declaration 47452,R,,
declaration 47902,R,,
declaration 48796,R,,
declaration 49375,R,,
declaration 49755,R,,
declaration 506,R,,
declaration 53305,R,,
declaration 53519,R,,
declaration 54873,R,,
declaration 54926,R,,
declaration 55037,R,,
declaration 55413,R,,
declaration 56544,R,,
declaration 5665,R,,
declaration 56685,R,,
declaration 57143,R,,
declaration 57312,R,,
declaration 58142,R,,
declaration 5998,R,,
declaration 60987,R,,
declaration 6159,R,,
declaration 61878,R,,
declaration 63740,R,,
declaration 64443,R,,
declaration 64456,R,,
declaration 64931,R,,
declaration 68533,R,,
declaration 68960,R,,
declaration 69388,R,,
declaration 70282,R,,
declaration 70363,R,,
declaration 70791,R,,
declaration 71297,R,,
declaration 7144,R,,
declaration 13005,R,,
declaration 14933,R,,
declaration 1555,R,,
declaration 15657,R,,
declaration 1597,R,,
declaration 17534,R,,
declaration 17891,R,,
declaration 18042,R,,
declaration 18871,R,,
declaration 1924,R,,
declaration 19531,R,,
declaration 19578,R,,
declaration 21316,R,,
declaration 21331,R,,
declaration 2139,R,,
declaration 22151,R,,
declaration 22744,R,,
declaration 23599,R,,
declaration 23749,R,,
declaration 25516,R,,
declaration 25919,R,,
declaration 28405,R,,
declaration 30598,R,,
declaration 31348,R,,
declaration 33577,R,,
declaration 34752,R,,
declaration 34782,R,,
declaration 35009,R,,
declaration 37913,R,,
declaration 38451,R,,
declaration 38764,R,,
declaration 39789,R,,
declaration 40188,R,,
declaration 40541,R,,
declaration 41266,R,,
declaration 42787,R,,
declaration 43289,R,,
declaration 46025,R,,
declaration 46383,R,,
declaration 4717,R,,
declaration 47659,R,,
declaration 4881,R,,
declaration 48907,R,,
declaration 49768,R,,
declaration 50187,R,,
declaration 51820,R,,
declaration 5191,R,,
declaration 52122,R,,
declaration 52853,R,,
declaration 53326,R,,
declaration 53450,R,,
declaration 5834,R,,
declaration 59089,R,,
declaration 60399,R,,
declaration 61365,R,,
declaration 62676,R,,
declaration 64374,R,,
declaration 66669,R,,
declaration 66758,R,,
declaration 67311,R,,
declaration 68409,R,,
declaration 69750,R,,
declaration 71524,R,,
declaration 7273,R,,
declaration 9106,R,,
declaration 9450,R,,
declaration 10617,R,R,R
declaration 18447,R,R,R
declaration 21829,R,R,R
declaration 2367,R,R,R
declaration 2578,R,R,R
declaration 25782,R,R,R
declaration 2580,R,R,R
declaration 2821,R,R,R
declaration 28254,R,R,R
declaration 29251,R,R,R
declaration 32740,R,R,R
declaration 34660,R,R,R
declaration 3566,R,R,R
declaration 38581,R,R,R
declaration 41373,R,R,R
declaration 42116,R,R,R
declaration 43264,R,R,R
declaration 43306,R,R,R
declaration 45184,R,R,R
declaration 47741,R,R,R
declaration 47787,R,R,R
declaration 51501,R,R,R
declaration 56454,R,R,R
declaration 6349,R,R,R
declaration 64180,R,R,R
declaration 64661,R,R,R
declaration 64990,R,R,R
declaration 7714,R,R,R
declaration 8396,R,R,R
declaration 9045,R,R,R
declaration 10837,R,R,R
declaration 13310,R,R,R
declaration 13519,R,R,R
declaration 14779,R,R,R
declaration 17250,R,R,R
declaration 28297,R,R,R
declaration 30085,R,R,R
declaration 32671,R,R,R
declaration 36491,R,R,R
declaration 37605,R,R,R
declaration 38714,R,R,R
declaration 38956,R,R,R
declaration 39095,R,R,R
declaration 39640,R,R,R
declaration 41490,R,R,R
declaration 44908,R,R,R
declaration 46484,R,R,R
declaration 48868,R,R,R
declaration 52896,R,R,R
declaration 57070,R,R,R
declaration 65775,R,R,R
declaration 67671,R,R,R
declaration 67864,R,R,R
declaration 7289,R,R,R
declaration 143729,R,R,R
declaration 143763,R,R,R
declaration 143906,R,R,R
declaration 144035,R,R,R
declaration 144079,R,R,R
declaration 144086,R,R,R
declaration 144138,R,R,R
declaration 144147,R,R,R
declaration 144174,R,R,R
declaration 144304,R,R,R
declaration 144311,R,R,R
declaration 144423,R,R,R
declaration 144431,R,R,R
declaration 144516,R,R,R
declaration 144550,R,R,R
declaration 144554,R,R,R
declaration 144992,R,R,R
declaration 71965,R,R,R
declaration 71997,R,R,R
declaration 72138,R,R,R
declaration 72297,R,R,R
declaration 72571,R,R,R
declaration 72623,R,R,R
declaration 72744,R,R,R
declaration 73059,R,R,R
declaration 73260,R,R,R
declaration 73271,R,R,R
declaration 73670,R,R,R
declaration 73687,R,R,R
declaration 73740,R,R,R
declaration 73820,R,R,R
declaration 73947,R,R,R
declaration 74361,R,R,R
declaration 74400,R,R,R
declaration 74471,R,R,R
declaration 74479,R,R,R
declaration 74820,R,R,R
declaration 75049,R,R,R
declaration 75535,R,R,R
declaration 75576,R,R,R
declaration 75584,R,R,R
declaration 75735,R,R,R
declaration 75755,R,R,R
declaration 76275,R,R,R
declaration 76426,R,R,R
declaration 76449,R,R,R
declaration 76563,R,R,R
declaration 76750,R,R,R
declaration 76802,R,R,R
declaration 77126,R,R,R
declaration 77188,R,R,R
declaration 77256,R,R,R
declaration 77320,R,R,R
declaration 77421,R,R,R
declaration 77429,R,R,R
declaration 77531,R,R,R
declaration 77549,R,R,R
declaration 77720,R,R,R
declaration 77904,R,R,R
declaration 77943,R,R,R
declaration 78069,R,R,R
declaration 78610,R,R,R
declaration 79068,R,R,R
declaration 79394,R,R,R
declaration 79530,R,R,R
declaration 79634,R,R,R
declaration 79751,R,R,R
declaration 79874,R,R,R
declaration 80045,R,R,R
declaration 80071,R,R,R
declaration 80101,R,R,R
declaration 80294,R,R,R
declaration 80337,R,R,R
declaration 80353,R,R,R
declaration 80479,R,R,R
declaration 80575,R,R,R
declaration 80827,R,R,R
declaration 81088,R,R,R
declaration 81096,R,R,R
declaration 81478,R,R,R
declaration 81799,R,R,R
declaration 81906,R,R,R
declaration 82045,R,R,R
declaration 82069,R,R,R
declaration 82102,R,R,R
declaration 82277,R,R,R
declaration 82425,R,R,R
declaration 82777,R,R,R
declaration 82824,R,R,R
declaration 82869,R,R,R
declaration 82966,R,R,R
declaration 83185,R,R,R
declaration 83674,R,R,R
declaration 83683,R,R,R
declaration 83944,R,R,R
declaration 84301,R,R,R
declaration 84328,R,R,R
declaration 84330,R,R,R
declaration 84611,R,R,R
declaration 84639,R,R,R
declaration 84697,R,R,R
declaration 85268,R,R,R
declaration 85538,R,R,R
declaration 85926,R,R,R
declaration 86274,R,R,R
declaration 86323,R,R,R
declaration 72084,R,R,R
declaration 72127,R,R,R
declaration 72184,R,R,R
declaration 72194,R,R,R
declaration 72359,R,R,R
declaration 72535,R,R,R
declaration 72648,R,R,R
declaration 72717,R,R,R
declaration 73160,R,R,R
declaration 73219,R,R,R
declaration 73401,R,R,R
declaration 73806,R,R,R
declaration 73869,R,R,R
declaration 74422,R,R,R
declaration 74440,R,R,R
declaration 74506,R,R,R
declaration 74559,R,R,R
declaration 74650,R,R,R
declaration 74755,R,R,R
declaration 75145,R,R,R
declaration 75267,R,R,R
declaration 75443,R,R,R
declaration 75501,R,R,R
declaration 75643,R,R,R
declaration 75799,R,R,R
declaration 75832,R,R,R
declaration 76714,R,R,R
declaration 76760,R,R,R
declaration 76773,R,R,R
declaration 76775,R,R,R
declaration 77310,R,R,R
declaration 77397,R,R,R
declaration 77465,R,R,R
declaration 77511,R,R,R
declaration 77521,R,R,R
declaration 77849,R,R,R
declaration 78035,R,R,R
declaration 78045,R,R,R
declaration 78346,R,R,R
declaration 78491,R,R,R
declaration 78501,R,R,R
declaration 78642,R,R,R
declaration 79555,R,R,R
declaration 80017,R,R,R
declaration 80029,R,R,R
declaration 80059,R,R,R
declaration 80091,R,R,R
declaration 80226,R,R,R
declaration 80249,R,R,R
declaration 80265,R,R,R
declaration 80284,R,R,R
declaration 80306,R,R,R
declaration 80454,R,R,R
declaration 80640,R,R,R
declaration 80726,R,R,R
declaration 80800,R,R,R
declaration 81010,R,R,R
declaration 81190,R,R,R
declaration 82615,R,R,R
declaration 82762,R,R,R
declaration 83646,R,R,R
declaration 84166,R,R,R
declaration 84236,R,R,R
declaration 84497,R,R,R
declaration 84545,R,R,R
declaration 85088,R,R,R
declaration 85187,R,R,R
declaration 85219,R,R,R
declaration 85276,R,R,R
declaration 85381,R,R,R
declaration 85525,R,R,R
declaration 85546,R,R,R
declaration 85606,R,R,R
declaration 85864,R,R,R
declaration 85938,R,R,R
